ad_number	applicability
2013-03-14	This AD applies to Pratt & Whitney Canada Corp. (P&WC) PT6C-67C turboshaft engines that have not had P&WC Service Bulletin (SB) No. PT6C-72-41056 incorporated.
2013-03-17	This AD applies to the following Rolls-Royce Deutschland Ltd & Co KG (RRD) turbofan engines that have any of the high-pressure turbine (HPT) stage 1 or stage 2 discs with a serial number (S/N) listed in Table 1 to paragraph (c) of this AD, installed: (1) RRD BR700-710A1-10 and BR700-710A2-20 turbofa
2013-03-16	This AD supersedes AD 2011-08-01, Docket No. FAA-2011-0323, Amendment 39-16651 (76 FR 18865, April 6, 2011), Directorate Identifier 2011-SW-005-AD.
2013-03-10	This AD applies to all hot air balloons, certificated in any category, equipped with Lindstrand Hot Air Balloons Ltd female ACME threaded hose connectors, part numbers (P/Ns) HS6139 and HS6144, all serial numbers.
2013-03-04	This AD becomes effective March 19, 2013.
2013-03-02	This AD supersedes AD 2012-19-09, Amendment 39-17204, Docket No. FAA-2012-1018, Directorate Identifier 2011-SW-052-AD (77 FR 58925, September 25, 2012).
2013-03-01	This AD applies to Pacific Aerospace Limited Models FU24-954 and FU24A-954 airplanes, all serial numbers, that are: (1) certificated in any category; and (2) modified to conduct parachute operations.
2013-03-03	This AD becomes effective March 15, 2013.
2013-01-04	This AD becomes effective March 11, 2013.
2013-01-05	This AD becomes effective March 11, 2013.
2013-02-13	This AD applies to Models PA-28-236, PA-28-140, PA-28-150, PA- 28-151, PA-28-160, PA-28-161, PA-28-180, PA-28-181, PA-28-201T, PA- 28R-201, PA-28-235, PA-28R-201T, PA-28S-160, PA-28S-180, PA-28R-180, PA-28R-200, PA-28RT-201, PA-28RT-201T, PA-32-260, PA-32-301, PA-32- 301T, PA-32-300, PA-32R-300, PA-
2013-01-07	This AD applies to all Turbomeca S.A. Arriel 2D turboshaft engines.
2013-02-04	This AD applies to Rolls-Royce plc (RR) RB211-Trent 970-84, RB211-Trent 970B-84,  RB211-Trent 972-84, RB211-Trent 972B-84, RB211-Trent 977-84, RB211- Trent 977B-84, and RB211-Trent 980-84 engines, all serial numbers.
2013-02-06	This AD applies to all Engine Alliance GP7270 and GP7277 turbofan engines with a high-pressure turbine (HPT) stage 2 nozzle, part number (P/N) 2101M24G01, 2101M24G02, or 2101M24G03, installed.
2013-02-02	This AD applies to CFM International, S.A. CFM56-3, CFM56-3B, and CFM56-3C turbofan engines, modified by Supplemental Type Certificate SE00034EN, with a high-pressure turbine (HPT) disk, part number (P/N) 880026, serial number (S/N) GLKBAA9307, GLKBAA9335, GLKBAA9404, GLKBAA9407, or GLKBAA9409, inst
2013-02-03	This AD applies to Rolls-Royce plc RB211-Trent 970-84, 970B-84, 972-84, 972B-84, 977-84, 977B-84, and 980-84 turbofan engines with a fuel oil heat exchanger (FOHE), part number 47111-1241, installed.
2013-02-01	This AD becomes effective February 7, 2013.
2012-17-08	This AD supersedes AD 93-05-01, Amendment 39-8507 (58 FR 13700, March 15, 1993); AD 81-19-02, Amendment 39-4208 (46 FR 45595, September 14, 1981; AD 81-19-01, Amendment 39-4207 (46 FR 45595, September 14, 1981); and AD 79-20-05, Amendments 39-3662 (45 FR 6922, January 31, 1980), 39-3626 (44 FR 70123
2013-01-06	This AD applies to PILATUS Aircraft Ltd. Models PC-7 airplanes, serial numbers 101 through 618, certificated in any category.
2012-26-08	This AD applies to all Pratt & Whitney Canada Corp. (P&WC) PW118, PW118A, PW118B, PW119B, PW119C, PW120, PW120A, PW121, PW121A, PW123, PW123B, PW123C, PW123D, PW123E, PW123AF, PW124B, PW125B, PW126A, PW127, PW127E, PW127F, PW127G, and PW127M turboprop engines, with the serial number (S/N) propeller 
2012-27-02	This AD applies to all Turbomeca S.A. ARRIEL 1A1, 1A2, 1B, 1C, 1C1, 1C2, 1D, 1D1, 1E2, 1K1, 1S, and 1S1 turboshaft engines.
2012-27-01	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) Tay 620-15 turbofan engines, serial numbers 17085, 17088, 17166, 17072, 17073, 17078, and 17079.
2012-26-14	This AD applies to all Rolls-Royce Deutschland Ltd & Co KG BR700-715A1-30, BR700-715B1-30, and BR700-715C1-30 turbofan engines.
2012-26-10	This AD becomes effective February 13, 2013.
2012-26-13	This AD applies to Thielert Aircraft Engines GmbH models TAE 125-01, TAE 125-02-99, and TAE 125-02-114 reciprocating engines installed in, but not limited to, Cessna 172 and (Reims-built) F172 series (European Aviation Safety Agency (EASA) Supplemental Type Certificate (STC) No. EASA.A.S.01527); Pip
2012-26-12	This AD applies to all Thielert Aircraft Engines (TAE) TAE 125- 02-99 and TAE 125-02-114 reciprocating engines.
2012-26-11	This AD becomes effective February 13, 2013.
2012-26-09	This AD applies to Burkhart GROB Luft-und Raumfahrt GmbH Models GROB G 109 and GROB G 109B sailplanes, all serial numbers, certificated in any category.
2012-26-07	This AD becomes effective February 11, 2013.
2012-25-09	This AD applies to all Rolls-Royce plc (RR) RB211-524G2-19; RB211- 524G2-T-19; RB211-524G3-19; RB211-524G3-T-19; RB211-524H2-19; RB211- 524H2-T-19; RB211-524H-36; RB211-524H-T-36; RB211-535E4-37; RB211- 535E4-B-37; RB211-535E4-B-75; and RB211-535E4-C-37 turbofan engines with intermediate-pressure (I
2012-25-08	This AD applies to Rolls-Royce plc (RR) RB211 Trent 768-60, 772- 60, and 772B-60 turbofan engines with serial numbers (S/Ns) listed in Table 1 to paragraph (c) of this AD.  Table 1 to Paragraph (c)--Affected Engine S/Ns  41221 41435 41446 41459 41465 41425 41437 41451 41460 41466 41428 41438 41452 4
2012-23-02	This AD becomes effective January 16, 2013.
2012-21-52	This AD becomes effective December 26, 2012 to all persons except those persons to whom it was made immediately effective by Emergency AD 2012-21-52, issued on October 23, 2012, which contained the requirements of this AD.
2012-24-05	This AD applies to Rolls-Royce plc (RR) RB211-Trent 970-84 and 972-84 series turbofan engines, all serial numbers.
2012-23-11	This AD becomes effective January 14, 2013.
2012-23-07	This AD becomes effective January 11, 2013.
2012-24-09	This AD applies to Lycoming Engines TSIO-540-AK1A, and Continental Motors, Inc. TSIO-360-MB, TSIO-360-SB, and TSIO-360-RB reciprocating engines with any of the following turbochargers installed: (1) Hartzell Engine Technologies (HET) model TA0411 turbochargers, part numbers (P/Ns) 466642-0001; 46664
2012-24-03	This AD applies to all Turbomeca S.A. Arriel 1A, 1A1, 1A2, 1B, 1C, 1C1, 1C2, 1D, 1D1, 1E2, 1K1, 1S, and 1S1 turboshaft engines that have not incorporated Turbomeca S.A. Modification TU360.
2012-24-04	This AD applies to GA 8 Airvan (Pty) Ltd Models GA8 and GA8- TC320 airplanes, all serial numbers, certificated in any category.
2012-24-02	This AD applies to Stemme GmbH & Co. KG Models S10, S10-V, and S10-VT powered sailplanes, all serial numbers, certificated in any category.
2012-23-12	This AD applies to Turbomeca S.A. models Arriel 1E2, 1S, and 1S1 turboshaft engines with FCUs manufactured, repaired, or overhauled on or before March 31, 2008.
2012-24-01	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) TAY 620-15 engines, serial numbers 17054, 17085, 17088, 17107, and 17166.
2012-23-13	This AD becomes effective December 14, 2012.
2012-23-03	This AD becomes effective December 31, 2012.
2012-10-53	This AD becomes effective December 5, 2012 to all persons except those persons to whom it was made immediately effective by Emergency AD No. 2012-10-53, issued on May 18, 2012, which contained the requirements of this AD.
2012-23-05	This AD becomes effective December 26, 2012.
2012-22-11	This AD becomes effective December 20, 2012.
2012-22-14	This AD supersedes Emergency AD No. 2011-22-51, Directorate ID 2011-SW-056-AD, dated October 13, 2011.
2012-22-13	This AD becomes effective December 20, 2012.
2012-22-09	This AD becomes effective December 20, 2012.
2012-22-16	This AD applies to all Pratt & Whitney Division PW4050, PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4062A, PW4152, PW4156, PW4156A, PW4158, PW4160, PW4460, PW4462, and PW4650 turbofan engines, including models with any dash number suffix, with 3rd stage low-pressure turbine (LPT) duct segmen
2012-22-06	This AD becomes effective December 14, 2012.
2012-21-07	This AD becomes effective November 27, 2012.
2012-21-09	This AD becomes effective November 7, 2012.
2012-21-01	This AD supersedes AD 2011-14-05, amendment 39-16740 (76 FR 41662, July 15, 2011).
2012-14-09	This AD applies to the following Pratt & Whitney Division turbofan engines: (1) PW4000-94'' engine models PW4050, PW4052, PW4056, PW4152, PW4156, PW4650, PW4060, PW4060A, PW4060C, PW4062, PW4062A, PW4156A, PW4158, PW4160, PW4460, and PW4462 including models with any dash number suffix. (2) PW4000-10
2012-19-09	This AD becomes effective October 10, 2012.
2012-18-07	This AD applies to Rolls-Royce plc (RR) RB211-Trent 875-17, RB211-Trent 877-17, RB211-Trent 884-17, RB211-Trent 884B-17, RB211- Trent 892-17, RB211-Trent 892B-17, and RB211-Trent 895-17 turbofan engines.
2012-19-08	This AD applies to: (1) General Electric Company (GE) GEnx-1B54, GEnx-1B58, GEnx- 1B64, GEnx-1B67, GEnx-1B70, GEnx-1B54/P1, GEnx-1B58/P1, GEnx-1B64/ P1, GEnx-1B67/P1, GEnx-1B70/P1, GEnx-1B70/72/P1, GEnx-1B70/75/P1, GEnx-1B74/75/P1, and GEnx-1B75/P1 turbofan engines with fan mid shaft (FMS) part numb
2012-19-01	This AD applies to Lycoming Engines (L)O-360, (L)IO-360, AEIO- 360, IO-390, AEIO-390, O-540, IO-540, AEIO-540, (L)TIO-540, IO-580, AEIO-580, and IO-720 series reciprocating engines listed by engine model number and serial number in Table 1, Table 2, Table 3, or Table 4 of Lycoming Mandatory Service 
2012-18-18	This AD applies to Turbomeca S.A. Arriel 2B, 2B1, 2S2, and 2C2 turboshaft engines not modified by TU166 modification.
2012-18-08	This AD becomes effective October 24, 2012.
2012-18-17	This AD applies to the following Pratt & Whitney Division (Pratt & Whitney) turbofan engines: (1) PW4000-94'' engine models PW4052, PW4056, PW4060, PW4062, PW4062A, PW4152, PW4156A, PW4158, PW4460, and PW4462, including those models with any dash number suffix, with a high-pressure compressor (HPC) 
2012-18-14	This AD applies to Pratt & Whitney Canada (P&WC) PW901A auxiliary power units (APUs) approved under Technical Standard Order TSO-C77A and installed on, but not limited to, Boeing 747-400 series airplanes. The affected APU serial numbers are PCE 900001 through PCE 900776 inclusive.
2012-18-09	This AD becomes effective October 22, 2012.
2012-14-01	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) BR700-  715A1-30, BR700-715B1-30, and BR700-715C1-30 turbofan engines, with a low-pressure (LP) compressor booster rotor, part number (P/N) BRH19215, or P/N BRH19871, with serial numbers (S/N) 118 to 255 inclusive, installed.
2012-17-09	This AD becomes effective October 19, 2012.
2012-17-04	This AD applies to Rolls-Royce plc (RR) RB211-Trent 875-17, 877- 17, 884-17, 884B-17, 892-17, 892B-17, and 895-17 turbofan engines that have an intermediate pressure (IP) turbine disc with a serial number listed in Table 1 to paragraph (e) of this AD, installed.
2012-17-10	This airworthiness directive (AD) becomes effective September 28, 2012.
2012-18-10	This AD applies to GA200 (Pty) Ltd Models GA200 and GA200C airplanes, all serial numbers, certificated in any category.
2012-18-02	This AD becomes effective September 26, 2012.
2012-18-03	This AD applies to the following Pratt & Whitney Division turbofan engines: (1) PW4000-94'' engine models PW4050, PW4052, PW4056, PW4152, PW4156, PW4650, PW4060, PW4060A, PW4060C, PW4062, PW4062A, PW4156A, PW4158, PW4160, PW4460, and PW4462, including models with any dash- number suffix, with a 1st 
2012-17-07	This AD applies to the following Diamond Aircraft Industries GmbH Models DA 42, DA 42 NG, and DA 42 M-NG airplanes: serial numbers 42.006 through 42.008, 42.010, 42.012 through 42.014, 42.016 through 42.033, 42.035 through 42.043, 42.045, 42.046, 42.048 through 42.051, 42.053, 42.055 through 42.059,
2012-18-01	This AD applies to M7 Aerospace LLC (type certificate previously held by Fairchild Aircraft Incorporated) Models SA226-AT, SA226-T, SA226-T(B), SA226-TC, SA227-AC (C-26A), SA227-BC (C-26A), SA227-CC, SA227-DC (C-26B), SA227-AT, and SA227-TT airplanes, all serial numbers, that are certificated in any
2012-17-03	This AD becomes effective October 11, 2012.
2012-17-02	This AD becomes effective October 10, 2012.
2012-08-06	This AD applies to Univair Aircraft Corporation Models (ERCO) 415-C, 415-CD, 415-D, E, G; (Forney) F-1 and F-1A; (Alon) A-2 and A2-A; and (Mooney) M10 airplanes, all serial numbers, that are certificated in any category.
2012-16-14	(1) This AD applies to Honeywell International Inc. TFE731-20R, -20AR, -20BR, -40, -40AR, -40R, -50R, and -60 turbofan engines: (i) With an engine model number and serial number (S/N) listed in Table 4 of Honeywell Service Bulletin (SB) TFE731-72-5221, Revision 0, dated November 11, 2010, or (ii) Wi
2012-16-01	This AD applies to the following Pratt & Whitney Division turbofan engines: (1) PW4052, PW4152, and PW4056 turbofan engines, including models with any dash number suffix, with a high-pressure turbine (HPT) stage 1 front hub part number (P/N) listed in Table 1 to paragraph (c) of this AD installed. (
2012-16-13	This AD applies to BRP-Powertrain GmbH & Co KG Rotax 912 F2; 912 F3; 912 F4; 912 S2; 912 S3; and 912 S4 reciprocating engines, with a fuel pump part number (P/N) 893114 having a serial number (S/N) listed in Table 1 to paragraph (c) of this AD:  Table 1 to Paragraph (c)--Affected Fuel Pump S/Ns  11.
2012-16-02	This AD becomes effective September 26, 2012.
2012-15-08	This AD becomes effective September 21, 2012.
2012-15-07	This AD applies to the following Glasflugel models and serial number (S/N) gliders, certificated in any category: (1) Club Libelle 205, all S/Ns (2) Kestrel, all S/Ns, except S/N 85, 110, and 125 (3) Mosquito, all S/Ns (4) Standard Libelle-201B, S/N 169
2012-15-01	This AD applies to all serial numbers of the airplanes listed in table 1 to paragraph (c) of this AD, that are: (1) Equipped with a Rotax Aircraft Engines 912 A series engine, with a part number (P/N) 893114 fuel pump installed; and (2) certificated in any category.  Table 1 to Paragraph (c)--Affect
2012-14-12	This AD becomes effective September 4, 2012.
2012-15-04	This AD becomes effective August 13, 2012.
2012-14-14	This AD becomes effective August 31, 2012.
2012-13-11	This AD becomes August 7, 2012.
2012-14-11	This AD becomes effective August 7, 2012.
2012-14-10	This AD becomes effective August 7, 2012.
2012-14-07	This AD supersedes AD 2011-15-51, Amendment 39-16817 (76 FR 66609, October 27, 2011).
2012-13-02	This AD applies to Pratt & Whitney Division PW4074 and PW4077 turbofan engines with 15th stage high-pressure compressor (HPC) disks, part number (P/N) 55H615, installed.
2012-14-08	This AD becomes effective August 1, 2012.
2012-13-10	This AD becomes effective August 1, 2012.
2012-14-06	This AD applies only to Rolls-Royce Corporation 250-C20, -C20B, and -C20R/2 turboshaft engines with 3rd stage turbine wheel, part number (P/N) 23065818, and 4th stage turbine wheel, P/N 23055944.
2012-11-14	This AD applies to all Pratt & Whitney Canada (P&WC) PW118, PW118A, PW118B, PW119B, PW119C, PW120, PW120A, PW121, PW121A, PW123, PW123B, PW123C, PW123D, PW123E, PW123AF, PW124B, PW125B, PW126A, PW127, PW127E, PW127F, PW127G, and PW127M turboprop engines, with the serial number (S/N) propeller shafts
2012-12-03	This AD applies to Rolls-Royce plc (RR) models RB211-Trent 970- 84, 970B-84, 972-84, 972B-84, 977-84, 977B-84, and 980-84 turbofan engines.
2012-11-09	This AD applies to transport category airplanes, in passenger- carrying operations, as specified in paragraph (c)(1) or (c)(2) of this AD. (1) Airplanes that are in compliance with the requirements of AD 2011-04-09, Amendment 39-16630 (76 FR 12556, March 8, 2011). (2) Airplanes equipped with any che
2012-12-21	This AD supersedes AD 2011-21-13, Amendment 39-16836 (76 FR 68299, November 4, 2011).
2012-11-02	This AD supersedes Emergency AD 2008-22-51, dated October 16, 2008.
2012-11-13	This AD becomes effective July 30, 2012.
2012-12-10	This AD becomes effective July 30, 2012.
2012-12-20	This AD applies to Turbomeca S.A. Arriel 2C1, 2C2, and 2S2 turboshaft engines with any of the digital engine control units (DECUs) listed in Table 1 of this AD installed.  Table 1--Serial Numbers of Affected DECUs  529 558 560 655 696 869 878 939 983 1039 1050 1052 1150 1195 1208 1236 1302 1304 1329
2012-12-11	This AD becomes effective July 24, 2012.
2012-11-05	This AD supersedes AD 2011-26-10, Amendment 39-16900 (77 FR 729, January 6, 2012).
2012-11-12	This AD becomes effective July 3, 2012.
2012-10-52	This emergency AD applies to the following Hartzell Engine Technologies (HET) turbochargers: (1) Turbocharger HET part number (P/N) 406610-0005 or P/N 406610-9005 with serial numbers listed in Table 1 of HET Alert Service Bulletin No. 047, dated May 8, 2012. (2) Turbochargers with P/N 406610-0005 or
2012-11-08	This AD applies to the following WACO Classic Aircraft Corporation model airplanes listed in paragraphs (c)(1) through (c)(3) of this AD, certificated in any category: (1) 2T-1A: Serial numbers (S/Ns) 0501 through 0502, (2) 2T-1A-1: S/Ns 0503 through 0699, and (3) 2T-1A-2: S/Ns 0701 through 1012.
2012-09-11	This AD becomes effective July 9, 2012.
2012-10-11	This AD applies to Burkhart GROB Luft- und Raumfahrt GmbH Models GROB G 109 and GROB G 109B powered sailplanes, all serial numbers, certificated in any category.
2012-11-07	This AD applies to Honeywell International, Inc. ALF502L-2C; ALF502R-3; ALF502R-3A; ALF502R-5; LF507-1F; and LF507-1H turbofan engines.
2012-11-01	This AD applies to Rolls-Royce plc (RR) RB211-Trent 875-17, 877- 17, 884-17, 884B-17, 892-17, 892B-17, and 895-17 turbofan engines.
2012-10-12	This AD applies to Rolls-Royce plc (RR) RB211-Trent 553-61, 553A2-61, 556-61, 556A2-61, 556B-61, 556B2-61, 560-61, 560A2-61, 768-60, 772-60, 772B-60, 875-17, 877-17, 884-17, 884B-17, 892-17, 892B-17, and 895-17 turbofan engines.
2012-10-01	This AD becomes effective June 29, 2012.
2012-10-09	This AD applies to the airplanes identified in paragraphs (c)(1) and (c)(2) of this AD, certificated in any category. (1) Model PA-31T airplanes, serial numbers 31T-7820001, 31T- 7820002, 31T-7820003, 31T-7820004, 31T-7820005, 31T-7820006, 31T- 7820007, 31T-7820008, 31T-7820009, 31T-7820010, 31T-782
2012-10-09	This AD applies to the airplanes identified in paragraphs (c)(1) and (c)(2) of this AD, certificated in any category. (1) Model PA-31T airplanes, serial numbers 31T-7820001, 31T- 7820002, 31T-7820003, 31T-7820004, 31T-7820005, 31T-7820006, 31T- 7820007, 31T-7820008, 31T-7820009, 31T-7820010, 31T-782
2012-10-13	This AD applies to Continental Motors, Inc. (CMI) TSIO-520-B, BB, D, DB, E, EB, J, JB, K, KB, N, NB, UB, VB; TSIO-550-K; TSIOF- 550-K; IO-550-N (Turbo-normalized only; STC SE10589SC); with a starter adapter part number (P/N) 642085A17; 642085A18; 642085A19; 642085A20; 642085A22; 642085-1A1, R-642085
2012-09-09	This AD applies to: (1) All International Aero Engines AG (IAE) V2500-A1 turbofan engines; and (2) All IAE V2525-D5 and V2528-D5 turbofan engines; and (3) IAE V2522-A5, V2524-A5, V2527-A5, V2527E-A5, V2527M-A5, V2530-A5, and V2533-A5 turbofan engines with serial numbers (S/Ns) up to and including V1
2012-10-04	This AD applies to the following Cessna model airplanes listed in paragraphs (c)(1) through (c)(13) of this AD, certificated in any category: (1) 210G: Serial numbers (S/Ns) 21058819 through 21058936, (2) T210G: S/Ns T210-0198 through T210-0307, (3) 210H: S/Ns 21058937 through 21059061, (4) T210H: S
2012-09-10	This AD applies to Pratt & Whitney Canada PT6A-38, -41, -42, - 42A, -61, -64, -66, -66B, -110, -112, -114, -114A, -121, -135, and - 135A series turboprop engines: (1) That have had maintenance done to the power section module involving first stage sun gear or planet gear replacement since December 2
2012-08-18	This AD applies to Turbomeca S.A. Arriel 2B and 2B1 turboshaft engines with at least one installed power turbine (PT) blade part number (P/N) 2 292 81 A01 0, serial numbers (S/Ns) 102782 through 120230 inclusive, or, S/Ns 120293 through 120390 inclusive.
2012-02-51	This AD becomes effective May 4, 2012 to all persons except those persons to whom it was made immediately effective by Emergency AD No. 2012-02-51, issued on February 1, 2012.
2012-08-01	This AD becomes effective May 24, 2012.
2012-07-09	This AD applies to Turbomeca S.A. Arrius 2F turboshaft engines with right-hand (RH) rear half-wall, part number (P/N) 0319 99 824 0, installed.
2011-18-52	This AD becomes effective May 3, 2012 to all persons except those persons to whom it was made immediately effective by Emergency AD 2011-18-52, issued on August 25, 2011, which contained the requirements of this AD.
2012-06-24	This AD becomes effective May 15, 2012.
2012-06-15	This AD applies to DG Flugzeugbau GmbH Models DG-500 Elan Orion, DG-500 Elan Trainer, DG-500/20 Elan, and DG-500/22 Elan sailplanes and Models DG-500M and DG-500MB powered sailplanes, all serial numbers, that are: (i) Equipped with a headrest on the rear seat; and (ii) Certificated in any category.
2012-06-23	This AD applies to Rolls-Royce plc (RR) RB211-Trent 875-17, RB211-Trent 877-17, RB211-Trent 884-17, RB211-Trent 884B-17, RB211- Trent 892-17, RB211-Trent 892B-17, and RB211-Trent 895-17 turbofan engines.
2012-07-01	This airworthiness directive (AD) becomes effective April 20, 2012.
2012-05-06	All Lockheed Martin Corporation/Lockheed Martin Aeronautics Company Model L-1011-385-1, L-1011-385-1-14, L-1011-385-1-15, and L- 1011-385-3 airplanes, certificated in any category.
2012-06-13	This AD applies to DG Flugzeugbau GmbH Models DG-500 Elan Orion, DG-500 Elan Trainer, DG-500/20 Elan, DG-500/22 Elan, DG-500M, and DG-500MB gliders, all serial numbers (S/N), certificated in any category.
2012-06-16	This AD applies to Pilatus Aircraft Ltd. Models PC-6, PC-6-Hl, PC-6-H2, PC-6/350, PC-6/350-Hl, PC-6/350-H2, PC-6/A, PC-6/A-Hl, PC- 6/A-H2, PC-6/B-H2, PC-6/Bl-H2, PC-6/B2-H2, PC-6/B2-H4, PC-6/C-H2, and PC-6/Cl-H2 airplanes, all Pilatus manufacturer serial numbers (MSN), and MSN 2001 through 2092, cer
2012-06-18	This AD applies to all Pratt & Whitney PW4050, PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4062A, PW4152, PW4156, PW4156A, PW4158, PW4160, PW4460, PW4462, and PW4650 turbofan engines, including models with any dash number suffix, that have not incorporated Pratt & Whitney Alert Service Bulle
2012-06-17	This AD applies to the following Rolls-Royce Deutschland Ltd & Co KG (RRD) turbofan engines: (1) TAY 611-8 engines, serial numbers (S/Ns) 16870, 16879, 16880, 16897, 18046, 18051, 18052, 18053, 18058, 18065, 18066, 18169, and 18194. (2) TAY 611-8C engine S/N 85313.
2012-06-14	This AD applies to Pratt & Whitney JT9D-7R4G2 and -7R4H1 turbofan engines.
2012-05-09	This AD applies to Mooney Aviation Company, Inc. (Mooney) Models M20B, M20C, M20D, M20E, M20F, M20G, M20J, M20K, M20L, M20M, M20R, M20S, and M20TN airplanes, all serial numbers, certificated in any category.
2012-02-01	This AD applies to Pratt & Whitney (PW) PW2037, PW2037(M), and PW2040 turbofan engines with six or more fan blades, part numbers (P/Ns) 1B6531, 1B6231-001, or 1A9031-001 (fan blade set P/Ns 1B6521, 1B6221-001, and 1A9721-001), with a cutback leading edge, installed.
2012-05-01	This AD becomes effective April 24, 2012.
2012-04-15	This AD applies to Pratt & Whitney (PW) JT9D-3A, -7, -7A, -7H, - 7AH, -7F, -7J, -20J, -59A, -70A, -7Q, -7Q3, -7R4D, -7R4D1, -7R4E, - 7R4E1, -7R4E4, -7R4G2, and -7R4H1 series turbofan engines.
2010-11-09R1	This AD applies to Thielert Aircraft Engines GmbH (TAE) models TAE 125-01 and TAE 125-02-99 reciprocating engines designated with part number (P/N) 05-7200-K000301 or 02-7200-14017R1. The engines are installed on, but not limited to, Diamond Aircraft Industries Model DA 42 airplanes.
2012-04-14	This AD applies to Rolls-Royce plc (RR) RB211-Trent 800 turbofan engines, all models, all serial numbers.
2012-03-12	This AD is applicable to all GE CF6-80C2 model turbofan engines, including engines marked on the engine data plate as CF6-80C2B7F1.
2012-04-03	This AD applies to BRP-Powertrain GmbH & Co KG: (1) Rotax 912 S2 and 912 S3 reciprocating engines, serial numbers (S/Ns) 4,924.287 to 4,924.295 inclusive, 4,924.300 to 4,924.304 inclusive, 4,924.342 to 4,924.350 inclusive, 4,924.352, and 4,924.353. (2) Rotax 914 F2 reciprocating engines, S/Ns 4,421.
2012-04-04	This AD applies to all Pratt & Whitney Division PW4050, PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4062A, PW4152, PW4156, PW4156A, PW4158, PW4160, PW4460, PW4462, and PW4650 turbofan engines, including models with any dash number suffix, with a Pratt & Whitney fuel metering unit (FMU) part 
2012-03-03	This AD applies to Fokker Services B.V. Model airplanes identified in paragraphs (c)(1), (c)(2), and (c)(3) of this AD, certificated in any category. (1) F.27 Mark 050 airplanes having serial numbers (S/Ns): 20104, 20105, 20121 through 20123 inclusive, 20130 through 20135 inclusive, 20141 through 20
2012-03-52	This AD applies to the following Mooney Aviation Company, Inc. airplanes, certificated in any category:  Models Serial Nos.  (1) M20R.................................. 29-0465 through 29-0519. (2) M20TN................................. 31-0003 through 31-0127.
2012-04-05	This AD applies to GE CF6-80C2B1F, CF6-80C2B1F1, CF6-80C2B1F2, CF6-80C2B2F, CF6-80C2B3F, CF6-80C2B4F, CF6-80C2B5F, CF6-80C2B6F, CF6-80C2B6FA, CF6-80C2B7F, and CF6-80C2B8F turbofan engines, including engines marked on the engine data plate as CF6-80C2B7F1.
2012-04-01	This AD applies to Rolls-Royce plc (RR) RB211-Trent 895-17, 892- 17, 892B-17, 884-17, 884B-17, 877-17, and 875-17 turbofan engines.
2012-03-51	This AD applies to all of the airplanes identified in paragraphs (c)(1), (c)(2), (c)(3), (c)(4), (c)(5), (c)(6), and (c)(7) of this AD, certificated in any category: (1) Aero Union Corporation Model SP-2H (P2V-7) airplanes; (2) Central Air Service, Inc. Model SP-2H (P2V-7) airplanes; (3) Evergreen A
2012-03-51	This AD applies to all of the airplanes identified in paragraphs (c)(1), (c)(2), (c)(3), (c)(4), (c)(5), (c)(6), and (c)(7) of this AD, certificated in any category: (1) Aero Union Corporation Model SP-2H (P2V-7) airplanes; (2) Central Air Service, Inc. Model SP-2H (P2V-7) airplanes; (3) Evergreen A
2012-03-51	This AD applies to all of the airplanes identified in paragraphs (c)(1), (c)(2), (c)(3), (c)(4), (c)(5), (c)(6), and (c)(7) of this AD, certificated in any category: (1) Aero Union Corporation Model SP-2H (P2V-7) airplanes; (2) Central Air Service, Inc. Model SP-2H (P2V-7) airplanes; (3) Evergreen A
2012-03-01	This AD is effective March 21, 2012.
2012-03-11	This AD applies to all Turbomeca S.A. Arriel 2B and 2B1 turboshaft engines.
2012-03-06	This AD applies to all Superior Air Parts, Lycoming Engines, and Continental Motors, Inc., fuel injected reciprocating engine models with an AVStar Fuel Systems, Inc. (AFS) fuel servo diaphragm, part number (P/N) AV2541801 or P/N AV2541803, installed.
2012-02-04	This AD applies to Rolls-Royce plc RB211-Trent 553-61, RB211- Trent 553A2-61, RB211-Trent 556-61, RB211-Trent 556A2-61, RB211- Trent 556B-61, RB211-Trent 556B2-61, RB211-Trent 560-61, and RB211- Trent 560A2-61 turbofan engines that have not complied with Rolls- Royce plc Service Bulletin No. RB.211-
2012-02-06	Honeywell International Inc. TPE331-10, -10AV, -10GP, -10GT, - 10N, -10P, -10R, -10T, -10U, -10UA, -10UF, -10UG, -10UGR, -10UR, and TPE331-11U model turboprop engines with a first stage turbine disk, part number (P/N) 3101520-1 or 3107079-1, with a serial number (S/N) listed in Table 2 of Honeywell 
2012-02-03	This AD applies to CFM International, S.A. CFM56-5B1/3, CFM56- 5B2/3, CFM56-5B3/3, CFM56-5B4/3, CFM56-5B5/3, CFM56-5B6/3, CFM56- 5B7/3, CFM56-5B8/3, CFM56-5B9/3, CFM56-5B3/3B1, and CFM56-5B4/3B1 engines equipped with fan blades part number (P/N) 338-002-114-0 that have a serial number (S/N) listed i
